
gene	XY_Blood_007.886	XY_Blood_1.888	XY_Blood_3.885	XY_Blood_5.609	XY_Blood_7.604	XY_Blood_881	XY_Blood_999	XZ_Blood_10
PCF11	122.5412307	100.192665	45.3208375	64.69484727	56.10387806	40.07973442	103.0396516	43.2684527
RAB30	6.60429885	2.229813834	0.642435094	2.146855096	0.897365424	0.986353071	2.942959237	0.259980751
DDIAS	5.411525091	3.51070641	1.553412111	2.191119057	1.767979273	2.051149777	4.731058111	1.939343952
PRCP	20.74152539	16.73337107	16.45861664	18.63606318	17.63925929	25.08655387	23.48060222	15.76188986
LOC107131952	0	0	0	0	0	0	0.054596565	0
FAM181B	0	0.220031121	0.068962654	0.291819635	0	0.069933598	0	0.319943215
TRNAC-GCA_262	0	0	0	0	0	0	0	0
LOC112444856	0	0	0	0	0	0	0	0.135946567
LOC101903773	0	0	0	0	0	0	0	0
LOC112444946	0	0	0	0	0	0	0	0
TRNAC-GCA_263	0	0	0	0	0	0	0	0
LOC112444874	0	0	0	0	0	0	0	0
TENM4	0.021567943	0.023155589	0.045359234	0	0.01870172	0	0	0.308642742
MIR708	0	0	0	0	0	0	0	0
LOC100126230	0	0	0	0	0	0	0	0
NARS2	11.04149728	9.704645896	6.377657762	6.1500233	6.042847211	7.089320812	12.86712764	4.589981305
GAB2	232.1926855	307.5614179	121.8737578	254.2757795	199.1081121	110.5254816	120.5968957	248.0752779
LOC112444851	2.205087753	0.068290595	0	0	0	0	0	0
TRNAC-ACA_105	0	0	0	0	1.832378937	0	0	2.061856271
USP35	1.99304048	3.039705012	1.686476437	1.815406844	1.448621351	1.050135582	3.837661477	1.384103239
LOC782057	0.584073148	0.391917236	0.307088976	0.357353027	0.316533789	0.871955187	1.320377585	0.189959887
KCTD21	2.895334699	2.70358028	2.71708555	3.442757714	2.737360523	1.69679139	4.400202905	4.510465146
ALG8	13.54839703	8.192255475	9.128653217	7.643791719	7.281489687	8.27585175	10.17081174	7.183241204
NDUFC2	42.73378396	67.81087502	81.08305301	57.25429177	74.00774929	79.52054457	75.30281808	74.37955586
THRSP	0	0	0	0	0	0.093378963	0	0
LOC112444864	0	0	0	0	0	0	0	14.94749087
KCTD14	0.340056636	0.391166437	0.888851982	0.583639269	0.537076585	0.372979189	0.439282709	0.876881403
INTS4	53.39965502	29.99660994	21.76356739	27.24640129	23.32168521	20.51553047	35.21968844	11.19822538
AAMDC	21.68775551	23.64577736	43.08984428	33.62630286	46.51760393	36.71541757	27.52884977	16.29770057
RSF1	72.60806856	26.92662135	15.58262919	22.94054352	17.28263643	14.13952859	31.75544291	9.170243554
CLNS1A	31.61414139	33.34011495	37.87350628	30.92514851	31.71345047	38.36579247	41.3762739	26.56867665
AQP11	12.81778282	1.195416243	3.047492509	3.907772308	1.237450711	0.789322688	0.850855562	0.367232286
TRNAE-UUC_107	0	0	0	0	0	0	0	0
PAK1	49.7324802	39.33796265	36.16219207	52.94336955	43.97132624	51.39774555	40.37510524	38.13893216
TRNAG-UCC_65	0	0	0	0	0	0	0	0
GDPD4_1	0.051515509	0	0	0	0	0	0.046583154	0.012565909
LOC524642	0	0	0	0	0	0	0	0
LOC112444840	0	0	0	0	0	0	0	0
LUZP2	0	0.156676678	0	0	0.012654065	0	0	0.018985057
LOC112444900	0	0	0	0	0	0	0	0.85452128
CCDC179	0	0	0	0	0	0	0	0
SVIP	0.833867594	1.294914801	0.676425231	0.715583555	1.123313923	0.419190939	0.969465726	3.196300973
GAS2	1.581703142	0.707556039	0.554409553	0.175951313	0.41907136	0.805841841	1.006481294	0.37152709
FANCF	3.878608218	6.449856564	6.756161698	3.320388328	11.40553074	8.146014314	8.234414622	10.28357243
SLC17A6	0	0	0	0	0	0	0	0
ANO5	0	0	0	0.032985216	0	0	0	0
LOC104976236	0	0	0	0	0	0	0	0
NELL1	0	0	0	0	0	0	0	0
LOC112444868	0	0	0	0	0	0	0	0
LOC112444935	0	0	0	0	0	0	0	0
SLC6A5	0.278584374	0.129868614	0.092508446	0.019572754	0.057212178	0.01876218	0.145843383	0.014306028
PRMT3	13.01763343	6.314789544	4.470771978	6.137832754	4.944834211	5.80723328	10.58333418	7.477061204
HTATIP2	140.8564727	62.78698757	73.62435195	70.52911888	64.58841473	95.57571759	74.68389247	33.11332342
LOC518027	0.217552894	1.445197436	1.338282233	0.363014237	1.061109518	0.487172818	1.573786244	0.583731963
LOC107131959	0	0	0	0	0	0	0	0
DBX1	0	0	0	0	0	0	0	0
NAV2	4.564175073	1.665285454	2.154742184	2.067927716	1.355281914	1.049446484	2.579486184	1.387778582
LOC112444876	2.116962577	0.362680071	0.28418003	1.262651208	1.054512923	0.778088913	0.896043095	4.570509106
MIR449D	0	0	0	0	0	0	0	0
LOC107131960	0	0	0	0	0	0	0	0
LOC112444908	0	0	0	0	0	0	0	0
E2F8	3.058706775	1.852435202	2.210217505	3.454903798	2.312197751	2.191156609	2.00937874	1.402912515
CSRP3	0.449818344	0.181098785	0	0	0	0.863393068	0.50843808	0
ZDHHC13	30.82205096	27.29023823	16.20960173	22.29776279	18.86233802	17.80763962	24.80262599	25.04773545
MRGPRX2	0	0	0	0	0	0	0	0
PTPN5	0	0.199695726	0.156472721	0.041382735	0.080642594	0	0.364422061	75.49721154
IGSF22	1.32927669	1.173262719	0.145155263	0.443612912	0.631727416	0.049066315	0.208039331	0.099767239
TMEM86A	57.99265342	115.7141591	54.0794299	76.56369387	75.91229347	42.5407175	115.2530633	77.80214932
SPTY2D1	58.0717521	38.24685973	21.2438309	29.14669825	22.27087753	19.85184552	37.68647498	20.05170797
SPTY2D1OS	2.443398018	2.419425533	0.645806518	1.057846175	1.116605915	0.633773232	1.851164789	7.409795975
UEVLD	18.1146601	17.71746183	6.216666781	7.289346073	7.246523615	6.368652999	11.11453318	14.02750369
TSG101	65.81220876	63.95456998	52.78223118	42.74934419	55.18544298	54.69877279	52.87741884	43.08390629
LOC112444931	0.245687978	0.33913724	0	0.046852703	0.068476445	0.089824746	0.317377957	0.410944364
LDHC	0.987192571	1.788515739	0.350350416	0.617720394	0.361125776	0	0.948465877	0.060200183
LDHA	219.9945749	255.6559371	206.85353	264.5526404	251.8630114	287.568579	221.25159	289.2224745
LOC104976244	0	0	0	0	0	0	0	0
GTF2H1	32.76929901	27.77797964	19.53798497	23.73748517	24.8507258	19.22479173	36.31641576	15.8788351
HPS5	36.36660544	14.50106529	6.433289195	11.18780869	7.692612351	7.263080196	21.98945514	6.396936109
SAA3	0	0	0	0.123996621	0	0	0	0
LOC104968478	0	0	0	0	0	0	0	0
TRNAC-GCA_264	0	0	0	0	0	0	0	0
SAA2	0	0	0	0	0	0	0	0.120547017
SAA4	0	0.021891062	0	0.834708963	0	0	0	0
M-SAA3.2	0	0	0	0	0	0	0	0
LOC513770	0	0	0	0	0	0	0	0
LOC504490	0	0	0	0	0	0	0	0
LOC506317	0	0	0	0	0	0	0	0
OR8D4	0	0	0	0	0	0	0	0
LOC112444939	0	0	0	0	0	0	0	0
OR4D5	0	0	0	0	0	0	0	0
LOC787418	0	0	0	0	0	0	0	0
LOC504623	0	0	0	0	0	0	0	0
LOC112444949	2.305319015	0	0	0	0	0	0	0
LOC787455	0	0	0	0	0	0	0	0
OR10S1	0	0	0	0	0	0	0	0
LOC522385	0	0	0	0	0	0	0	0
LOC510293	0	0	0	0	0	0	0	0
LOC532517	0	0	0	0	0	0	0	0
LOC781760	0	0	0	0	0	0	0	0
LOC526286	0	0	0	0	0	0	0	0
LOC100298846	0	0	0	0	0	0	0	0
LOC100301071	0	0	0	0	0	0	0	0
LOC100299628	0	0	0	0	0	0	0	0
LOC100336852	0	0	0	0	0	0	0	0
LOC100299320	0	0	0	0	0	0	0	0
LOC100300434	0	0	0	0	0	0	0	0
LOC782366	0	0	0	0	0	0	0	0
LOC782329	0	0	0	0	0	0	0	0
LOC782288	0	0	0	0	0	0	0	0
LOC782216	0	0	0	0	0	0	0	0
VWA5A	0.480730032	0.817185618	0.909914825	0.409991988	1.076848285	0.410100341	0.724504183	0.026058215
LOC523680	0	0	0	0	0	0	0	0
LOC616631	0	0	0	0	0	0	0	0
LOC517144	0	0	0	0	0	0	0	0
OR8G5	0	0	0	0	0	0	0	0
OR8G2	0	0	0	0	0	0	0	0
LOC781828	0	0	0	0	0	0	0	0
LOC100850308	0	0	0	0	0	0	0	0
LOC781509	0	0	0	0	0	0	0	0
LOC531816	0	0	0	0	0	0	0	0
LOC506960	0	0	0	0	0	0	0	0
TMEM225	0	0	0	0	0	0	0	0
LOC112444903	0	0	0	0	0	0	0	0
LOC781277	0	0	0	0	0	0	0	0
LOC509323	0	0	0	0	0	0	0	0
OR8D2	0	0	0	0	0	0	0	0
TRNAV-CAC_21	0	0	0	0	0	0	0	0
LOC516940	0	0	0	0	0	0	0	0
LOC782297	0	0	0	0	0	0	0	0
LOC782221	0	0	0	0	0	0	0	0
LOC787625	0	0	0	0	0	0	0	0
LOC510984	0	0	0	0	0	0	0	0
LOC787694	0	0	0	0	0	0	0	0
LOC514864	0	0	0	0	0	0	0	0
LOC112444912	0	0	0	0	0	0	0	0
LOC513062	0	0	0	0	0	0	0	0
LOC782009	0	0	0	0	0	0	0	0
LOC526276	0	0	0	0	0	0	0	0
LOC616755	0	0	0	0	0	0	0	0
OR8G5_1	0	0	0	0	0	0	0	0
LOC100301297	0	0	0	0	0	0	0	0
LOC788554	0	0	0	0	0	0	0	0
LOC788573	0	0	0	0	0	0	0	0
LOC788607	0	0	0	0	0	0	0	0
LOC531225	0	0	0	0	0	0	0	0
LOC785107	0	0	0	0	0	0	0	0
LOC617119	0	0	0	0	0	0	0	0
LOC782544	0	0	0	0	0	0	0	0
LOC511657	0	0	0	0	0	0	0	0
LOC525964	0	0	0	0	0	0	0	0
LOC782688	18.34167587	12.24607698	14.33145126	11.3708253	11.20651829	11.81868806	17.41187755	3.18433401
OR8B4	0	0	0	0	0	0	0	0
LOC539185	0	0	0	0	0	0	0	0
LOC782797	0	0	0	0	0	0	0	0
LOC513914	0	0	0	0	0	0	0	0
LOC508392	0	0	0	0	0	0	0	0
LOC107131962	0	0	0	0	0	0	0	0
LOC513333	0	0	0	0	0	0	0	0
LOC513334	0	0	0	0	0	0	0	0
LOC617016	0	0	0	0	0	0	0	0
LOC617011	0	0	0	0	0	0	0	0
LOC508589	0	0	0	0	0	0	0	0
LOC515545	0	0	0	0	0	0	0	0
LOC107131379	0	0	0	0	0	0	0	0
LOC783205	0	0	0	0	0	0	0	0
LOC505546	0	0	0	0	0	0	0	0
PANX3	0	0	0	0	0	0	0	0
TBRG1	35.28660473	45.36460498	45.80941865	38.561487	37.61130634	34.63032603	57.81312699	28.65202158
SIAE	10.46810889	11.90207519	8.775555353	10.77153258	7.53262703	8.154932471	14.89993218	12.53072708
SPA17	1.960709471	1.684032001	2.804007283	2.530106317	0.935079973	3.679804991	1.063788745	5.037731302
LOC101903526	0.112704485	0.090750613	0	0.075224617	0.036647579	0	0.254783971	0
NRGN	16.75530466	2.802083743	6.505447796	7.054100037	4.442412975	8.246299738	2.447480077	3.395382119
VSIG2	0	0	0	0	0	0	0	0.277224373
LOC104976247	0	0	0	0	0	0	0	0
ESAM	8.575737078	0.13194758	0.654792413	0.437493733	2.237929687	1.188230955	1.926314999	0.053295154
MSANTD2	7.662158631	7.500341229	3.674907225	3.52510937	4.539506392	3.445669886	10.40849272	1.877447342
ROBO3	0	0	0	0	0	0	0	0
ROBO4	0	0.176834754	0	0.219871681	0.053558031	0.035127675	0.049646674	0.107138404
HEPACAM	0.164265646	0.308625568	0.328191501	0.402010099	0.409503309	0.245230042	0.767446455	0.480821543
CCDC15	15.36257597	7.868112602	6.100378811	7.360790581	4.936998724	4.233573139	9.647647912	5.292532204
SLC37A2	14.84609843	17.0675646	9.186307792	13.57479762	17.20761946	8.16262747	31.11727077	35.724887
TRNAE-CUC_32	0	1.118843179	0	0	0	0	5.025875591	0
TMEM218	7.178817797	6.529762354	6.416509458	9.40554188	4.66860374	8.165457901	6.251056273	7.620491069
PKNOX2	1.646995956	1.410376801	0.527813136	1.064389554	0.493042168	0.936677634	4.727949977	0.051015001
MIR2285R	0	0	0	0	0	0	0	0
FEZ1	0.262103454	0.723592931	0.094495892	0.149949403	0.048701101	0	0	0.456668056
EI24	30.14015925	31.8172478	25.03667282	23.62420833	24.52183201	25.30848511	41.47076354	30.86375819
STT3A	147.0831924	96.97812523	102.6815805	103.6288856	95.27815626	90.12572003	104.6369417	71.81066112
CHEK1	4.010248062	3.680706383	2.654023059	3.350479897	1.677865369	2.565791592	5.98464091	1.751181218
ACRV1	0	0	0	0.057815675	0	0	0	0
SSLP1	0	0	0	0	0	0	0	0.50030336
TRNAE-UUC_108	0	0	0	0	0	0	0	0
LOC112444892	0	0	0	0	0	0	0	0
PATE1	0	0	0	0	0	0	0	0
LOC112444866	0	0	0	0	0	0	0	0
PATE2	0	0	0	0.174715239	0	0	0.473405056	0
PATE3	0	0	0	0	0	0	0	0
LOC112444958	0	1.296437334	0	0	0	0	0	3.141876223
LOC104976250	0	0	0	0	0	0	0	0
LOC112444845	0	0	0	0	0	0	0	0
HYLS1	13.4741675	11.10300801	10.88471254	9.203458718	8.72171427	8.620889567	10.30522877	3.993166708
PUS3	25.83956489	27.04810966	25.63362398	20.95280793	23.09691304	19.20569913	40.21858195	13.57137266
DDX25	0.323479844	0.595357099	0.758055084	1.017845614	0.781369788	1.064392548	0.877524747	0.676326431
VSIG10L2	0	0	0	0	0	0	0	0
CDON	3.796073304	1.488618811	1.353042239	2.245770155	1.049999887	2.452417479	1.8500474	0.901905538
LOC112444898	0	0	0	0	0	0	0	0
LOC112444911	0	0	0	0	0	0	0	0
LOC112444896	0	0	0	0	0	0	0	0
RPUSD4	13.55423451	16.55031576	17.30417484	14.73817306	17.54669517	19.13565753	20.197304	7.295401111
FAM118B	11.48506848	18.66389353	13.14201736	16.55096435	16.12644355	14.29567997	20.06276251	14.69510327
SRPRA	139.4021342	144.2785164	139.1151028	137.7989952	135.1706677	121.1941568	164.8606282	161.3515821
FOXRED1	13.62318299	28.59466008	17.54454314	19.30941751	15.62868071	20.63167781	32.52724941	129.1128589
TIRAP	11.66491422	13.52547142	6.438132675	11.53644725	7.915877008	6.853268816	15.92297905	14.85526206
LOC101906725	0	0.596859804	0.123071813	0.052078581	0.38057101	0.074882745	0.59972227	0.399682908
DCPS	9.485960835	15.73010633	12.83897307	12.89266351	14.92370845	11.97815759	23.46843466	15.44101252
ST3GAL4	24.67765056	31.37236274	28.08869671	19.25338003	22.95242877	17.03360192	58.14938059	37.4997991
KIRREL3	2.925003564	2.211875533	0.690041559	1.052541029	0.760887543	0.748577089	1.74796626	0.943035566
LOC112444870	0.749512586	1.408199174	0.630515692	1.750917808	2.924585101	2.39772336	1.581417751	7.983344972
LOC112444872	0	0	0	0	0	0	0	0
LOC112444858	0.231248581	0	0.013263698	0.084189209	0.013671636	0.026900882	0.418215347	0
ETS1	1173.374716	538.504395	498.4729638	579.8858725	481.313066	462.540087	734.3934218	331.4837563
LOC112444869	12.62188239	6.282734775	1.737484417	3.369790532	1.940165933	1.174631293	9.33823604	1.455427956
LOC112444907	0.141601726	0.114018919	0.297800571	0.598576524	0.491135536	0.150996694	0.341450831	1.519767489
FLI1	241.9184465	263.6196914	192.7783436	220.782967	209.6716797	184.7721082	259.5457355	157.2696704
KCNJ1	0.4651752	0.041618116	0.032610111	0.155240611	0.11764573	0.14881157	0.444005697	0.063037644
LOC104976257	0	0	0	0	0	0	0	0
KCNJ5	0	0	0	0	0	0	0	0
ARHGAP32	0.826837694	0.374499432	0.412991258	0.689841099	0.498509138	0.396763461	0.880072339	0.235300571
BARX2	0	0	0	0	0	0	0	0
LOC112444861	0	0	0	0	0	0	0	0
LOC101902145	0	0	0	0	0	0	0	0
JAM3	0.944396035	0.237636171	0.335162109	0.49245094	1.093989403	0.698644172	0.533734242	9.272054271
TRNAG-CCC_181	0	0	0	0	0	0	0	0
LOC104976262	0	0	0	0	0	0	0	0
LOC101902283	0	0	0	0	0	0	0	0
IGSF9B	0.040568206	0.016332933	0	0.009025751	0	0.008651964	0.097824002	0.14513533
SPATA19	0	0	0	0	0	0	0	0
LOC112444894	0	0	0	0	0	0	0	0
OPCML	0	0	0	0	0	0	0	0
HIST1H4D	0	0	0	0	0	0	0	0
NTM	0	0	0	0	0	0	0	0
LOC112444927	0	0	0	0	0	0	0	0
TMEM45B	0	0.325678647	0.236959685	0.057848609	0.206671051	0.425138911	0.391863698	0
NFRKB	35.82006387	20.97645175	17.65240357	16.93802998	18.4022233	12.84796321	33.2196931	13.64933635
PRDM10	16.10538872	8.886320348	4.2214606	5.905418476	5.405844922	3.162826476	9.780098044	3.25647205
LOC107131968	0	0.105934568	0.498033795	0	0	0	0	0
APLP2	102.4287666	137.720222	108.4494056	123.1689812	143.0765012	112.176548	124.2580498	121.7494643
ST14	1.987343978	1.34419012	0.986374927	1.680173654	0.913317401	0.745958379	3.043031126	1.35733485
TRNAE-UUC_109	0	0	0	0	0	0	0	0
ZBTB44	127.8886123	39.37255159	20.79980777	28.12636747	23.75787327	21.01095231	49.31561335	18.00382094
ADAMTS8	0	0	0	0.050149745	0	0	0.033971196	0
ADAMTS15	1.20595288	0.485521776	0.359298159	0.134152223	0.30499306	0	0.181748143	0.032684644
LOC112444895	0	0	0	0	0	0	0	0
MIR584-7	0	0	0	0	0	0	0	0
LOC101907357	0	0.030441876	0	0	0	0	0	0
SNX19	56.4418328	28.87535913	27.42016511	35.65395695	29.39089204	27.04529027	39.91885586	30.57382105
LOC101907707	0	0	0	0	0.153766065	0.151278273	0.427609462	10.66974574
MS4A8	431.5493601	801.4343137	418.1895324	804.8618978	667.9817362	496.6292502	410.4095347	730.8697474
MS4A18	0.838426141	0.550087906	0.284084332	0.362708623	0.222140535	0.367555491	0.519473824	0.030298209
MS4A15	0.51716878	1.054952746	0.565578148	0.34518434	0.62781712	0.286770539	0.498829257	0.185020413
MS4A10	0	0	0	0	0	0	0	0
LOC112444852	0	0.098761248	0	0.081864758	0.119647476	0.03923723	0	0
CCDC86	11.37727741	25.97790071	19.00710968	20.42829644	15.63166866	48.87029062	13.91048031	15.58281264
PTGDR2	17.16676425	17.63329969	25.57422768	8.408311428	15.09059565	22.09217661	17.64797081	13.69263624
TRNAF-GAA_20	0	0	0	0	0	0	0	0
PRPF19	83.88001593	100.0388473	113.4833033	95.58142241	107.0755814	98.90313837	134.373506	51.95166137
LOC100847182	0	0.169451353	0.26554914	0.280921806	0	0	0	0
TMEM109	49.24769412	73.76093814	85.22323458	80.07927252	81.78157981	72.41907021	97.81566437	50.17664213
TMEM132A	6.38151509	5.678105028	3.217332655	7.89631572	3.714238948	6.562547942	21.65919928	4.833308582
SLC15A3	61.69531465	96.43040862	68.68341215	131.3877743	116.5240224	103.5391027	81.77053922	133.9600472
CD6	109.9699476	74.15016337	80.25219601	80.90573894	87.17756645	65.95477147	176.458245	41.29285127
LOC112444913	0.042264182	0	0	0	0.13742842	0	0	0
LOC112444914	0.245900695	0.693004684	0	0.164126437	0.159916707	0	0.5558923	0
CD5	101.6416805	136.3906481	210.2348735	178.575695	176.155946	124.5158765	272.7727103	108.288607
VPS37C	14.21122025	8.013215073	11.61700189	8.684071066	9.191624062	7.853707243	10.41701214	8.888139346
LOC613739	0	0	0	0	0	0	0	0
LOC100847667	0	0	0	0	0	0	0	0
PAG10	0	0	0	0	0	0	0	0
PAG2	0	0	0	0	0	0	0	0
PAG12	0	0	0	0	0	0	0	0
LOC519862	0	0	0	0	0	0	0	0
PAG5	0	0	0	0	0	0	0	0
LOC504812	0	0	0	0	0	0	0	0
PAG18	0	0	0	0	0	0	0	0
PAG7	0	0	0	0	0	0	0	0
PAG15	0	0	0	0	0	0	0	0
PAG4	0	0	0	0	0	0	0	0
PAG14	0	0	0	0	0	0	0	0
PAG16	0	0	0	0	0	0	0	0
PAG20	0	0	0	0	0	0	0	0
PAG21	0	0	0	0	0	0	0	0
PAG1_1	0	0	0	0	0	0	0	0
LOC784867	0	0	0	0	0	0	0	0
PAG19	0	0	0	0	0	0	0	0
MGC157408	0	0	0	0	0	0	0	0
LOC614287	0	0	0	0	0	0	0	0
PAG17	0	0	0	0	0	0	0	0
LOC616004	0	0	0	0	0	0	0	0
MGC157405	0	0	0	0	0	0	0	0
LOC520130	0	0	0	0.059076924	0	0	0	0
PAG9	0	0	0	0	0	0	0	0
PAG3	0	0	0	0	0	0	0	0
PAG6	0	0	0	0	0	0	0	0
PAG11	0	0	0	0	0	0	0	0
LOC528815	0	0	0	0	0	0	0	0
LOC100296410	0	0	0	0.063213964	0	0	0	0
LOC617765	0	0	0	0	0	0	0	0
LOC521902	0	0	0	0	0	0	0	0
LOC524173	0	0	0	0	0	0	0	0
PAG8	0	0.119234383	0	0	0.048150103	0	0	0
PGA5	0.222605786	0.537732237	0.187263622	0	0.144767319	0	0.603877151	162.6800073
VWCE	4.645384867	10.79537732	7.067532628	4.611596081	9.024864608	2.558312909	10.39518602	1.807261845
LOC104976269	1.156842305	0.719794912	0.796234435	0.315873197	0.581345728	0.13457414	0.332843757	0.05130591
DDB1	152.4683414	90.32262688	89.65171539	90.57362442	83.20305437	74.34580898	124.9152597	72.78610618
TKFC	9.325006473	9.97975132	14.96912244	10.08441723	10.61898422	11.85691873	14.69405772	16.98752025
CYB561A3	71.8556215	77.1135509	51.05489088	61.44309619	59.84171274	59.64851007	162.5984978	36.50343383
TMEM138	8.455335009	6.663450302	5.277936332	5.163214913	6.220230479	3.740816995	9.977469841	3.393560662
TMEM216	0.880683669	0.594421153	0.563817243	0.242040392	0.539045081	0.232016676	0.890052279	0.391731631
CPSF7	30.46279152	22.82368211	11.22009086	14.22542609	12.62458079	9.067707122	28.94553229	13.47049997
SDHAF2	31.68929457	34.74343568	33.6945563	32.34029033	36.84691703	38.15155749	43.62242716	88.96176515
MIR2405	0	0	0	0	0.94236631	0	0	0
PPP1R32	0	0.172039078	0	0.071302954	0.034737041	0	0.289801673	0
LRRC10B	0.469602022	0.453753067	0.029628399	0.282092313	0.305396489	0	0.08492799	0.183276113
SYT7	0	0.101912454	0.296600875	0.096544963	0.047034326	0.219798431	0.474143433	0.264623265
MIR2885	0	0	0	0	0	0	0	0
LOC112444860	0	0	0	0	0	0	0	6.772275883
DAGLA	8.416132369	12.84417789	6.023456031	9.184801249	10.84589415	5.521807855	5.511299322	10.54617342
MYRF	0.833924096	4.881163428	3.470527833	2.900756374	3.629413964	1.621176897	1.566166133	2.699157301
TMEM258	114.225497	194.7925777	249.0516058	192.7714022	240.657839	188.9519174	157.875873	231.8767212
FEN1	17.49749998	23.24707494	24.77421232	27.34191556	20.01392885	25.74862117	27.36310044	14.56166377
FADS1	12.48879368	7.251772461	6.729334318	4.322186949	5.786149368	3.795023232	4.527062832	3.039689396
FADS2	0.724329842	0.134593055	0.755804926	0.502048391	0.724698069	0.356486564	0.277106434	0.299000305
FADS3	61.70336412	37.82867675	30.42089752	50.52343662	24.15694692	39.33452995	82.11807365	38.07980092
RAB3IL1	0	0.224260165	0.263580489	0.074357117	0.271687157	0.053458302	0.201476616	0.190220677
BEST1	0.320486688	0	0.086658555	0.137512841	0.074436517	0	0.186301076	0.022335613
FTH1	2545.391199	4105.145694	4741.61501	4376.194122	4960.544944	3889.973753	3125.596105	3452.095741
LOC107131971	0	0	0	0	0	0	0	0
INCENP	16.59072655	22.41113191	27.05792291	21.99732167	22.5370459	20.10271858	34.17500185	16.67193413
SCGB1D	0	0	0	0	0	0	0	0
SCGB2A2	0	0	0	0	0	0	0	0
ASRGL1	590.9673329	828.6253241	616.6664362	1215.769066	1216.084594	891.7913058	667.4458434	715.3856472
LOC101907613	1.569145318	1.850109191	1.803240043	1.533584732	2.332486779	1.290796487	0.506752649	0.109358123
LOC112444974	0	0	0	0	0	0	0	0
SCGB1A1	0	0	0.0410766	0.217272642	0.0846799	0	0	0.063523171
AHNAK	1014.72196	389.4703007	199.8827617	363.334541	248.0675828	143.575585	607.8851519	161.2305399
EEF1G	1381.904719	1209.189569	2122.014779	1690.216033	1652.395162	2255.207234	1379.130014	981.9841141
TUT1	13.76764254	19.3852099	18.05354238	15.62166384	18.97177664	14.09385192	23.75491345	10.74646145
TRNAG-UCC_66	0	0	0	0	0	0	0	0
MTA2	184.3799418	186.7410445	196.8358183	160.7115727	183.7949097	167.3283505	278.4252788	102.2711285
EML3	57.69861601	57.23058915	57.47566958	50.33816851	61.03693075	53.03299345	101.4619482	35.807703
ROM1	6.009744572	17.16827679	17.54074514	15.31233701	14.27386374	14.5778945	23.67482586	13.89442557
B3GAT3	24.49038002	35.80970151	39.32088984	31.26904347	38.43043392	44.20105809	57.78775903	35.66454091
GANAB	158.2565939	130.0942405	115.8717694	121.2440468	122.7721693	99.7275039	175.1862108	114.4377162
INTS5	26.44619032	22.2706009	23.88136134	24.97346657	21.82686675	21.41407908	29.78724366	16.31292168
CSKMT	6.572783461	5.220941595	4.539216076	2.964192436	3.234742502	3.068749967	5.702520401	14.25605702
C29H11orf98	27.30517056	41.21396845	45.78724928	37.97418737	42.13158694	41.05137992	60.55357017	23.29876483
LOC112444961	10.2114802	8.770529082	9.878784443	3.635015046	8.854448554	2.613357541	20.92990473	2.324777541
LBHD1	1.327381069	1.692296063	2.163487049	1.328940888	3.093263462	1.840084899	2.900703006	0.539635229
UQCC3	10.95895371	33.96307505	37.14418634	30.61906518	42.67877574	34.07980201	49.20275379	35.99441551
UBXN1	139.1163073	125.1849583	238.0960328	160.7135274	196.9207981	235.1808078	189.8735873	87.06043583
LRRN4CL	12.39908299	15.66696062	11.07241284	11.55424652	12.9636287	13.18105299	21.64765361	15.19201292
BSCL2	29.24610058	29.98216468	25.56293295	24.90030041	25.42135842	20.6287393	40.442924	31.31933577
GNG3	6.419875738	5.858583904	4.793049928	5.14193584	4.522960667	5.750489273	8.611053196	4.332508115
HNRNPUL2	296.9199267	267.5174398	264.8567423	304.6123212	283.0198387	246.9453712	347.9539583	199.4445547
TTC9C	21.58313165	15.33434278	8.68475138	13.13457491	13.14532716	11.65007132	19.30517282	28.5074041
ZBTB3	7.421034763	3.419125224	3.092203374	3.099042317	2.942129561	2.323240091	6.423426873	3.029863911
POLR2G	21.01593148	34.96680612	43.16099856	29.27080496	43.86087595	35.12470404	36.94098251	47.54910826
TAF6L	11.53399408	18.05025956	17.98733199	14.86901988	15.33451644	14.19373074	31.58339954	10.55035121
TMEM179B	26.4357363	35.53964895	31.66803066	22.30828766	35.67143198	25.9295475	47.5986771	24.48661455
TMEM223	15.63661423	52.99057266	53.87443862	40.11307321	54.6471402	53.93699054	60.00060056	16.71596076
NXF1	50.9462996	77.94624341	41.11221698	33.45318972	48.46029286	25.08504249	106.9401582	53.7350318
STX5	54.05590901	63.18963904	52.46490468	54.33089824	63.49311888	43.81654128	74.66480387	47.17796647
LOC112444859	0	0	0	0	0	0	0	0
WDR74	21.51293305	26.43236273	30.83827997	22.24499386	25.80633896	23.96247838	29.02857375	7.912090219
LOC112444936	0	0	0	0	0	0	0	0
LOC104976274	6.564107378	14.36053663	3.907041679	3.14124774	8.457133555	2.694193998	20.71869654	7.552587075
LOC112444959	7.245288332	9.075061341	2.031661673	2.149274769	5.235368391	0.5150665	22.56658028	2.749141695
LOC112444957	1.49167701	26.42444332	12.2347861	8.960579369	8.730746699	5.726327554	67.44281584	18.92056343
LOC112444955	2.898115333	4.667174404	3.656991011	0	8.481296794	1.854239398	23.58571617	0.70692215
LOC112444950	0	1.219038091	0	0	0	0	1.368988501	3.692876904
LOC112444960	0	0	0	0	0	0	0	0
LOC112444952	0	2.149356633	1.684140597	0.890817832	3.47187588	1.707852077	13.27558586	0
