gene	HZ_Blood_10	HZ_Blood_1	HZ_Blood_2	HZ_Blood_3	HZ_Blood_4	HZ_Blood_5	HZ_Blood_6	HZ_Blood_7	HZ_Blood_8	HZ_Blood_9
KCTD21	1.872017567	2.712569558	2.212965826	1.776989094	1.518219793	3.246536993	3.263513552	2.497071466	2.15889517	2.121478113
ALG8	8.220970403	6.502166156	7.91416065	9.07875923	7.642579719	6.861415643	7.078869926	10.79045343	7.328206933	7.859084737
NDUFC2	56.02439089	64.24811542	44.76576495	71.50923936	65.90502316	46.60349061	93.60276092	52.34166594	74.55250249	62.27910868
THRSP	0	0	0.446741711	0.418014813	0.050039199	0.450278628	2.273386716	0	0	0.094265305
LOC112444864	0.246783352	0	0	0	0	0	0	0	0	0
KCTD14	0.041997295	0.601782806	0.552314088	0.313060663	0.066623072	0.187346532	0	0.120623505	0	0
INTS4	22.97277158	24.68318481	18.25994642	24.73554161	23.08070551	19.24665891	32.50063194	28.57115778	21.61166693	20.87372063
AAMDC	31.67566462	34.93121422	31.10156293	57.39029739	35.10053792	19.01350842	38.46844056	19.73419759	29.32003663	40.37008711
RSF1	17.55760368	11.76285341	13.00403093	13.7083664	10.50587393	9.873329157	17.71051744	14.43588041	7.948398211	10.22118736
CLNS1A	30.87142955	21.93298999	21.65982591	34.9632469	21.63429784	25.86474305	56.48804216	26.90764119	29.41175541	24.4283929
AQP11	5.35072024	3.280963028	2.962490751	0.568943064	0.60220335	2.709468803	0	4.361244635	1.078338785	0.405160093
TRNAE-UUC_107	0	0	0	0	0	0	0	0	0	0
PAK1	44.78832983	44.98253856	33.88299146	38.98245831	43.3712003	32.52988458	42.8527896	64.00057857	33.98339655	37.58655941
TRNAG-UCC_65	0	0	0	0	0	0	0	0	0	0
GDPD4_1	0	0	0.54064077	0.036886782	0	0.238402981	0.557249791	0	0.039068962	0.033272924
LOC524642	0	0	0.496227115	0	0	0	0	0	0	0
LOC112444840	0	0	0	0	0	0	0	0	0	0
LUZP2	0.134571803	0	2.620633324	0	0.133425066	0	1.380739486	0	0.073783604	0.301620044
LOC112444900	0	0	0	0	0	0	0	0	0	0
CCDC179	0	0	7.119902754	0	0	0	0	0	0	2.558045481
SVIP	1.390275676	1.52484625	3.698426259	0.511779733	0.6943196	1.516021777	0	1.824014381	0.542056038	1.76961938
GAS2	0.151932459	0.532168543	1.075895428	0.545302316	0.682891296	0.451838936	0	1.2121565	1.399476615	0.491878159
FANCF	6.414589264	5.013556105	5.014371987	5.795916117	5.20357758	5.397822669	4.742784007	2.582125097	5.243554823	5.228080762
SLC17A6	0	0	0	0	0	0	0	0	0	0
ANO5	0	0	0.064830796	0	0	0	0	0	0	0
LOC104976236	0	0	0	0	0	0	0	0	0	0
NELL1	0	0	0	0	0	0	0	0	0	0.13432944
LOC112444868	0	0	0	0	0	0	0	0	0	0
LOC112444935	0	0	0	0	0	0	0	0	0	0
SLC6A5	0.050702718	0.072652356	0	0.041994839	0.040216529	0.169635541	0	0.024271165	0.100078212	0.028410402
PRMT3	7.571380381	4.635522562	5.95346699	6.071509312	4.285735658	4.145152307	4.271770172	6.095558264	4.226746484	5.708082388
HTATIP2	79.7099657	64.39565697	58.07949726	81.61163008	53.02226417	56.24776735	61.98028103	67.32496302	59.71297629	49.31115
LOC518027	1.833739243	1.257645396	1.617235791	2.102961923	1.006955039	0.671192808	1.976769682	0.450155277	3.217313302	0.772823869
LOC107131959	0	0	0	0	0	0	0	0	0	0
DBX1	0	0	0	0	0	0	0	0	0	0
NAV2	4.151265736	1.590162056	3.049172836	0.573051907	1.553986663	2.041308844	2.351991998	2.006867551	1.424236254	1.08499727
LOC112444876	2.959354651	0.669550177	1.142359703	0.451519109	0.277970863	2.188660052	0.740578044	1.938546128	0.068318638	0.320008107
MIR449D	0	0	0	0	0	0	0	0	0	0
LOC107131960	0	0	0	0	0	0	0	0	0	0
LOC112444908	0	0	1.137309484	0	0.445862096	0	0	0	0	0.2999743
E2F8	3.842103006	2.202152833	2.332070683	2.957616409	3.423945107	2.11720895	2.805275876	3.202367517	3.033453159	2.634083603
CSRP3	0.097217684	0.092869364	0	0	0.231334214	0	0	0	0	0.145264716
ZDHHC13	13.54992281	12.64362212	9.786024971	7.636136795	4.570486002	9.783383621	5.488309029	11.20054812	11.7948278	7.175012521
MRGPRX2	0	0.14294909	0.100921661	0	0	0	0	0	0	0
PTPN5	0.616405279	0.230413661	0.379566612	0.088789821	0.106287419	0.286928771	0.831637408	0.333557906	0.070531894	0.220250079
IGSF22	2.740323468	1.097768312	2.41448969	0.164735551	0.280461641	1.084419139	0.066364406	1.121360846	1.958065874	0.495320467
TMEM86A	110.6918514	97.89033917	159.8175868	36.2770107	92.05955136	104.7378148	29.04486274	93.58009381	118.2497611	79.23467754
SPTY2D1	25.73089226	18.79089537	20.10048483	17.19752881	15.31354453	14.15219097	31.35875218	22.38349517	15.30982486	16.82393625
SPTY2D1OS	1.370161734	0.899853352	3.089838851	0.614707656	0.860374513	0.942294509	0	0.409931442	0.726196873	0.831725617
UEVLD	12.42018678	9.20218437	9.868430322	6.680120021	7.170992996	7.724125569	11.85717744	12.70816784	6.494613439	7.249009453
TSG101	48.05284879	50.15604411	48.73505589	48.13383892	44.69286924	54.07962185	52.19066687	77.06483044	55.95647995	46.0605322
LOC112444931	0	0.086956574	0.399042151	0.150789081	0	0.162427498	0	0.145249064	0	0
LDHC	2.400283329	0.560492599	5.827673412	0.397609893	0.550005067	0.523476295	5.606258299	0.561735737	3.462641219	1.833127618
LDHA	145.6839212	182.3284864	158.0216422	255.9445853	140.3540228	144.0570295	287.4123931	302.3479789	185.524929	132.8354118
LOC104976244	0.771922104	0	0.46853947	0	0	0.275478562	0	0.147806266	0	0.115342231
GTF2H1	31.73131627	19.71194348	29.3985017	27.65104334	22.82335414	26.0408147	33.06792189	30.47059941	20.77971558	24.49069364
HPS5	10.66997038	7.224266039	7.554235365	10.22940291	7.079945068	6.704722861	9.855384195	8.682275298	6.133558602	7.497849757
SAA3	0	0.153421551	0	0	0	0	0	0	0	0
LOC104968478	0	0	0.091642706	0	0	0	0	0	0.07946982	0
TRNAC-GCA_264	0	0	0	0	0	0	0	0	0	0
SAA2	0	0	0.216102655	0	0	0	0	0	0	0
SAA4	0	0	0.855954176	0	0	0	0	0	0	0.526784136
M-SAA3.2	0	0	0	0	0	0	0	0	0	0
LOC513770	0	0	0	0	0	0	0	0	0	0
LOC504490	0	0	0	0	0	0	0	0	0	0
LOC506317	0	0	0	0	0	0	0	0	0	0
OR8D4	0	0	0	0	0	0	0	0	0	0
LOC112444939	0	0	0	0	0	0	0	0	0	0
OR4D5	0	0	0	0	0	0	0	0	0	0
LOC787418	0	0	0	0	0	0	0	0	0	0
LOC504623	0	0	0	0	0	0	0	0	0	0
LOC112444949	0	0	0	0.550227832	0	0	0	0	0	0
LOC787455	0	0	0	0	0	0	0	0	0	0
OR10S1	0	0	0	0	0	0	0	0	0	0
LOC522385	0	0	0	0	0	0	0	0	0	0
LOC510293	0	0	0	0	0	0	0	0	0	0
LOC532517	0	0	0	0	0	0	0	0	0	0
LOC781760	0	0	0	0	0	0	0	0	0	0
LOC526286	0	0	0	0	0	0	0	0	0	0
LOC100298846	0	0	0	0	0	0	0	0	0	0
LOC100301071	0	0	0	0	0	0	0	0	0	0
LOC100299628	0	0	0	0	0	0	0	0	0	0
LOC100336852	0	0	0	0	0	0	0	0	0	0
LOC100299320	0	0	0	0	0	0	0	0	0	0
LOC100300434	0	0	0	0	0	0	0	0	0	0
LOC782366	0	0	0	0	0	0	0	0	0	0
LOC782329	0	0	0	0	0	0	0	0	0	0
LOC782288	0	0	0	0	0	0	0	0	0	0
LOC782216	0	0	0	0	0	0	0	0	0	0
VWA5A	0.48485976	0.838122783	1.074425073	0.401588086	0.293015216	0.164793916	1.155581715	0.751562563	0.850691156	0.620989451
LOC523680	0	0	0	0	0	0	0	0	0	0
LOC616631	0	0	0	0	0	0	0	0	0	0
LOC517144	0	0	0	0	0	0	0	0	0	0
OR8G5	0	0	0	0	0	0	0	0	0	0
OR8G2	0	0	0	0	0	0	0	0	0	0
LOC781828	0	0	0	0	0	0	0	0	0	0
LOC100850308	0	0	0	0	0	0	0	0	0	0
LOC781509	0	0	0	0	0	0	0	0	0	0
LOC531816	0	0	0	0	0	0	0	0	0	0
LOC506960	0	0	0	0	0	0	0	0	0	0
TMEM225	0	0	2.156149229	0	0	0	0	0	0	0.341220766
LOC112444903	0	0	0	0	0	0	0	0	0	0
LOC781277	0	0	0	0	0	0	0	0	0	0
LOC509323	0	0	0	0	0	0	0	0	0	0
OR8D2	0	0	0	0	0	0	0	0	0	0
TRNAV-CAC_21	0	0	0	0	0	0	0	0	0	0
LOC516940	0	0	0	0	0	0	0	0	0	0
LOC782297	0	0	0	0	0	0	0	0	0	0
LOC782221	0	0	0	0	0	0	0	0	0	0
LOC787625	0	0	0	0	0	0	0	0	0	0
LOC510984	0	0	0	0	0	0	0	0	0	0
LOC787694	0	0	0	0	0	0	0	0	0	0
LOC514864	0	0	0.75098531	0	0	0	0	0	0	0
LOC112444912	0	0	0	0	0	0	0	0	0	0
LOC513062	0	0	0	0	0	0	0	0	0	0
LOC782009	0	0	0	0	0	0	3.620540256	0	0	0
LOC526276	0	0	0	0	0	0	0	0	0	0
LOC616755	0	0	0	0	0	0	0	0	0	0
OR8G5_1	0	0	0	0	0	0	0	0	0	0
LOC100301297	0	0	0	0	0	0	0	0	0	0
LOC788554	0	0	0	0	0	0	0	0	0	0
LOC788573	0	0	0	0	0	0	0	0	0	0
LOC788607	0	0	0	0	0	0	0	0	0	0
LOC531225	0	0	0	0	0	0	0	0	0	0
LOC785107	0	0	0	0	0	0	0	0	0	0
LOC617119	0	0	0	0	0	0	0	0	0	0
LOC782544	0	0	0	0	0	0	0	0	0	0
LOC511657	0	0	0	0	0	0	0	0	0	0
LOC525964	0	0	0	0	0	0	0	0	0	0
LOC782688	19.69365025	12.77545398	17.63927489	18.6015247	17.36624257	15.75794103	15.58991276	19.7729402	12.47461395	20.32042121
OR8B4	0	0	0	0	0	0	0	0	0	0
LOC539185	0	0	0	0	0	0	0	0	0	0
LOC782797	0	0	0	0	0	0	0	0	0	0
LOC513914	0	0	0	0	0	0	0	0	0	0
LOC508392	0	0	0	0	0	0	0	0	0	0
LOC107131962	0	0	0	0	0	0	0	0	0	0
LOC513333	0	0	0	0	0	0	0	0	0	0
LOC513334	0	0	0	0	0	0	0	0	0	0
LOC617016	0	0	0	0	0	0	0	0	0	0
LOC617011	0	0	0	0	0	0	0	0	0	0
LOC508589	0	0	0	0	0	0	0	0	0	0
LOC515545	0	0	0	0	0	0	0	0	0	0
LOC107131379	0	0	0	0	0	0	0	0	0	0
LOC783205	0	0	0	0	0	0	0	0	0	0
LOC505546	0	0	0	0	0	0	0	0	0	0
PANX3	0	0.142100367	0	0	0	0	0	0	0	0
TBRG1	65.40583371	46.23054477	56.33303094	47.32089127	64.34610264	61.12180601	57.81132758	58.95587585	57.06008066	67.83211301
SIAE	10.47424163	12.24704203	12.96956653	11.69437883	9.736963538	9.718746794	20.46615275	8.864703769	10.07068293	10.95558312
SPA17	3.729099977	1.403332688	38.75352753	2.620672767	2.778594196	3.42786211	2.48855118	2.812890386	3.271371054	17.13842857
LOC101903526	0	0.186151481	0	0.080700082	0.038641382	0.173857582	0	0	0	0.072793763
NRGN	20.72478434	5.321992794	17.13334338	5.629522877	6.893583208	20.47852326	5.019071688	8.534074635	8.99271196	0.582720088
VSIG2	0	0	0	0	0	0.073049404	0	0	0	0
LOC104976247	0	0	0	0	0	0	0	0	0	0
ESAM	4.391600775	0.496203464	0.382165384	1.134233786	0.224731783	4.592199448	0	0.180837823	0.165701208	0.987831361
MSANTD2	5.365126862	3.979870738	5.872233243	4.31957372	4.3347732	5.009522886	4.900445901	3.42434971	4.06676868	3.284303327
ROBO3	0	0	0.550488111	0	0	0	0	0	0	0
ROBO4	0.213589488	0.249377492	0.096032628	0.078625249	0.112943687	0.486989437	0	0.249930596	0.145734101	0.070922205
HEPACAM	0.426025997	0.40697085	0.167603503	0.705717317	0.450555381	0.844652218	0.568602345	0.543831315	0.581363025	0.265240433
CCDC15	5.54300575	6.565899277	5.854196325	5.858152605	5.662843188	5.459699527	14.29305276	4.839823692	5.465594657	5.830863272
SLC37A2	8.87784433	11.64627922	9.006105555	17.61473872	22.87099036	12.95106604	10.69376492	18.04086772	9.219933461	18.47557447
TRNAE-CUC_32	0	0	0	0	0	0	0	0	0	0
TMEM218	6.321060685	6.093228369	4.01114	6.044573642	7.930852382	5.383204933	10.35389101	8.527433604	2.066840253	6.997932562
PKNOX2	1.152630902	0.626102276	0.251497819	2.82658277	2.437992327	1.451800423	1.357391553	1.752647087	1.169762983	2.769164814
MIR2285R	0	0	0	0	0	0	0	0	0	0
FEZ1	0	1.1441204	0.327464525	0	0	0.057759994	1.036875447	0	0.283967464	0
EI24	35.86836983	22.66913087	29.48426525	30.18979033	29.31492468	32.87659116	41.46991516	36.21884441	32.83654769	27.77505924
STT3A	88.5201234	86.17784889	75.7830376	109.247507	89.95748752	74.74165069	145.8536576	132.1909426	103.1610911	115.8776422
CHEK1	5.52761958	1.829606071	2.20732999	3.975879076	2.115287135	2.054855297	4.368271406	3.110265561	1.871594462	2.87995232
ACRV1	0	0.500749074	7.196808944	0.186071923	1.128552735	0	0	0	0.131386483	2.181947989
SSLP1	0	0	0	0	1.726076423	0	0	1.080289916	0	0
TRNAE-UUC_108	0	0	0	0	0	0	0	0	0	0
LOC112444892	0	0	0	0	0	0	0	0	0	0
PATE1	0	0	0	0	0	0	0	0	0	0.073902298
LOC112444866	0	0	0	0	0	0	0	0	0	0
PATE2	0	0	0	0	0	0	0	0	0	0
PATE3	0	0	0	0	0	0	0	0	0	0
LOC112444958	0	0	0	0	0	0.620919934	0	0	0.610530048	0
LOC104976250	0	0	0	0.526304883	0	0	0	0	0	0
LOC112444845	0	0	0	0	0	0	0	0	0	0
HYLS1	6.586301966	6.343709698	3.524176873	5.951067502	4.144773898	4.807793456	12.3684687	5.628198384	7.735654459	2.11467916
PUS3	29.51528886	17.34386972	26.20435021	19.72231273	24.4665919	29.7678103	23.1695825	21.97819095	24.05786207	20.4177629
DDX25	0.99875115	0.801426651	14.8321737	2.448576521	2.471640084	0.926712394	4.998746417	1.070938888	2.558385138	5.551560816
VSIG10L2	0	0	0	0	0	0	0	0	0	0
CDON	2.898150117	1.720148257	2.263563711	1.08547984	0.414115415	1.901237222	0.255974689	2.580844676	1.159042705	0.413942664
LOC112444898	0	0	0	0	0	0	0	0	0	0
LOC112444911	0	0	0	0	0	0	0	0	0	0
LOC112444896	0	0	0	0	0	0	0	0.088094396	0	0
RPUSD4	26.24108997	17.23711332	17.97576859	24.24040105	23.86844691	20.56514868	17.40140773	18.38138756	19.15930618	22.19433438
FAM118B	15.61547166	14.01165936	15.70575814	15.36333523	14.7843557	12.96549849	9.216010996	14.69086265	13.85711534	15.03829986
SRPRA	201.9708736	163.4802509	142.5698674	140.4962932	170.2556261	165.8751782	203.1975999	178.2580116	171.8700789	190.8061527
FOXRED1	28.23029407	16.89689879	30.92360504	16.91535422	26.24037487	28.45300008	25.78588755	22.63547392	22.63690634	16.60928122
TIRAP	11.34713141	11.99560145	8.427463273	6.769122882	9.362033948	10.10807979	9.655578579	8.126743253	9.092746106	7.272096963
LOC101906725	0.101181174	0.386622307	0.409431414	0.195542506	0	0.240725882	0	0	0.236697803	0
DCPS	10.98835879	14.09063296	7.118714916	12.127429	16.31525003	14.39154425	15.8758952	13.26679849	13.08230219	17.93557448
ST3GAL4	37.91106132	39.42841375	38.83802829	37.21047618	48.66908486	37.29602366	58.48659304	31.14346871	46.53543658	60.73991391
KIRREL3	3.584134204	1.281308466	3.914991121	1.311275155	2.563818853	2.35413977	2.9494108	0.905220724	3.086330432	2.053485051
LOC112444870	0.647958258	1.031627667	0.546244703	0.71556723	1.113557058	0.38539858	0	0.310174726	0	0.645461941
LOC112444872	0	0	0	0	0	0	0	0	0	0
LOC112444858	0	0.069445112	0.018385521	0.165581515	0.043246313	0.064858787	0	0	0.015943375	0.10862489
ETS1	556.8598853	501.9062464	359.5869813	696.9589468	472.70858	441.951223	834.2672557	428.894546	470.2802324	367.0711015
LOC112444869	7.34059499	6.254184383	15.45402886	11.33817895	2.832535669	6.903168679	0	1.32958759	3.82893505	1.630448547
LOC112444907	1.836233501	0.701641228	0.78431487	0.168985746	0.906247387	0.691708852	0	1.328261803	1.181286151	0.396317837
FLI1	218.0885964	219.1123647	194.1631829	181.9717993	208.2599025	177.8331645	237.5697739	221.1456168	195.493805	168.7498563
KCNJ1	0.134048944	0.234764289	0.406823571	0.129531342	0.035441777	0.239192596	0	0.064168631	0.235190174	0.300448144
LOC104976257	0	0	0	0	0	0	0	0	0	0
KCNJ5	0	0	0	0	0	0	0	0	0	0
ARHGAP32	0.521212921	0.3485302	0.218442222	0.178846238	0.059059597	0.272367528	0	0.292274121	0.248214135	0.228079296
BARX2	0	0	0.09807644	0	0	0	0	0	0	0
LOC112444861	0	0	0.084667277	0	0	0	0	0	0	0
LOC101902145	0	0	0	0	0	0	0	0	0	0
JAM3	0.357190839	0.316842062	0.929172252	0.464900094	0.829716022	0.182102791	1.328034719	0.561810027	0.470021096	1.410551249
TRNAG-CCC_181	0	0	0	0	0	0	0	0	0	0
LOC104976262	0	0	0	0	0	0	0	0	0	0
LOC101902283	0	0	0	0	0	0	0	0	0	0.008478632
IGSF9B	0	0	0	0	0.004636348	0	0	0	0	0
SPATA19	0.491951478	0	5.349980376	0	0	0	0	0	0	1.837710717
LOC112444894	0	0	0	0	0	0	0	0	0	0
OPCML	0	0	0	0	0	0	0	0	0	0.029280173
HIST1H4D	0	0	0	0	0	0	0	0	0	0
NTM	0	0	0	0	0	0.071091242	0	0	0	0.178594422
LOC112444927	0	0	0	0	0	0	0	0	0	0
TMEM45B	0.499517807	0.262446549	0.378995185	0.04137287	0.435829881	0.066849255	0	0.095646778	0.350563536	0.41051453
NFRKB	16.59968636	15.50174743	14.74683319	18.73373491	16.99080088	14.20371533	18.23579584	13.50698385	18.72074368	15.19401929
PRDM10	5.335188201	3.952432507	4.39213636	3.269086049	2.849974323	3.715689737	1.934576155	2.645142592	3.83260877	2.623422607
LOC107131968	1.364830365	0.651892347	0	0.942024304	0.811920081	0.202946593	0	0	0	0.849732647
APLP2	64.61911545	97.02930811	69.94405524	74.0342417	63.49356083	78.84969862	71.0044967	105.5952152	70.6760805	88.47838207
ST14	1.970054907	0.547075278	1.089178831	2.940872896	4.724181456	1.164954798	1.261177975	2.916895657	1.567473696	1.403390736
TRNAE-UUC_109	0	0	0	0	0	0	0	0	0	0
ZBTB44	27.24914179	21.03871074	17.80345125	25.64759007	20.3949634	18.21291314	28.51955791	30.22765296	18.81203716	19.12783667
ADAMTS8	0.064955816	0	0.197133644	0	0	0	0	0	0	0
ADAMTS15	0	0.05532904	0	0.143916923	0.022970438	0.310049848	0	0.166355269	0.304861768	0.237998104
LOC112444895	0	0	0	0	0	0	0	0	0	0
MIR584-7	0	0	0	0	0	0	0	0	0	0
LOC101907357	0.130734776	0	0	0	0	0	0	0	0	0
SNX19	28.40526075	27.41776041	25.66811674	33.80358365	33.28442064	27.3483642	37.12073858	32.95092795	30.89607204	30.23140038
LOC101907707	0	0	0	0	0.162131671	0.182368093	0	0.097848437	0	0
MS4A8	629.072435	886.844914	665.9378419	493.734233	382.5017098	622.0564317	352.5648254	945.2636816	659.0238178	644.7971156
MS4A18	1.114082218	1.218119673	0.882620401	0.522518517	0.17034621	1.664593866	0	1.156567631	0.788932292	0.451270078
MS4A15	0.715352965	0.48404447	0.45229507	0.197498501	0	0.638226336	0	0.599263475	0.679842432	0.311761189
MS4A10	0.066837158	0	0.202843307	0	0	0	0	0	0	0
LOC112444852	0.742239972	0	0.2145348	0.087823548	0	0	0	0.152274412	0.418585897	0
CCDC86	19.48674466	21.08540475	26.30005722	22.10646797	29.41140234	24.14230872	22.83429469	24.62472632	32.48830036	23.35610323
PTGDR2	10.10075471	7.142395156	5.965385843	12.50228105	18.86564753	7.702763507	27.59301589	6.969151055	19.38020381	9.928338579
TRNAF-GAA_20	0	0	0	0	0	0	0	0	0	0
PRPF19	129.3495733	112.1593908	104.6150257	136.8342235	183.9559466	128.642942	190.5363018	150.9641903	155.3655558	167.4605521
LOC100847182	0	0	0	0	0	0	0	0	0.638396564	0
TMEM109	67.14750651	66.44547879	46.43767554	91.45874932	106.4162805	75.50039031	109.2621098	104.7537413	72.54633965	104.9473723
TMEM132A	4.055773199	4.307527095	3.567773502	12.5814233	19.66148095	10.27113233	7.91792242	9.622990442	9.414194438	13.70137138
SLC15A3	68.89621374	104.3184544	49.4519913	79.46219195	110.7072487	100.1051697	71.21698792	140.3121488	82.92962446	86.4537796
CD6	183.8103948	133.4990837	120.5324503	93.44206981	100.3370471	118.8916742	106.7839702	35.68558955	95.99309937	81.30947116
LOC112444913	0	0	0	0	0	0	0	0	0	0
LOC112444914	0	0	0.215054884	0	0.505850814	0	0	0	0	0.397056891
CD5	263.2505623	174.6956391	135.652967	168.5657036	175.4168433	184.218746	193.3002448	83.65320297	147.2396006	169.1505029
VPS37C	32.01978267	13.36709053	16.15374562	7.250530372	10.4218882	13.72376462	9.16483278	16.95424487	12.3341287	6.465153294
LOC613739	0	0	0	0	0	0	0	0	0	0
LOC100847667	0	0	0	0	0	0	0	0	0	0
PAG10	0	0	0	0	0	0	0	0	0	0
PAG2	0	0	0	0	0	0	0	0	0	0.051913143
PAG12	0	0	0	0	0	0	0	0	0	0
LOC519862	0	0	0	0	0	0	0	0	0	0
PAG5	0	0	0	0	0	0	0	0	0	0
LOC504812	0	0	0	0	0	0	0	0	0	0
PAG18	0	0	0	0	0	0	0	0	0	0
PAG7	0	0	0.802201716	0	0	0	0	0	0	0.148110898
PAG15	0	0	0	0	0	0	0	0	0	0
PAG4	0	0	0	0	0	0	0	0	0	0
PAG14	0	0	0	0	0	0	0	0	0	0
PAG16	0	0	0	0	0.243410278	0	0	0	0	0
PAG20	0	0	0	0	0	0	0	0	0	0
PAG21	0	0	0	0	0	0	0	0	0	0
PAG1_1	0	0	0	0	0	0	0	0	0	0
LOC784867	0	0	0	0	0	0	0	0	0	0
PAG19	0	0	0	0	0	0	0	0	0	0
MGC157408	0	0	0	0	0	0	0	0	0	0
LOC614287	0	0	0	0	0	0	0	0	0	0
PAG17	0	0	0	0	0	0	0	0	0	0
LOC616004	0	0	0	0	0	0	0	0	0	0
MGC157405	0	0	0	0	0	0	0	0	0	0
LOC520130	0	0	0	0	0	0	0	0	0	0
PAG9	0	0	0.298687339	0	0.046838038	0	0	0	0	0.176469729
PAG3	0	0	0	0	0	0	0	0	0	0
PAG6	0	0	0	0	0	0	0	0	0	0
PAG11	0	0	0	0	0	0	0	0	0	0
LOC528815	0	0	0	0	0	0	0	0	0	0
LOC100296410	0.081877078	0	0	0.13563039	0	0	0	0	0.071827064	0
LOC617765	0	0	0	0	0	0	0	0	0	0
LOC521902	0	0	0	0	0	0	0	0	0	0
LOC524173	0	0	0	0	0	0	0	0	0	0
PAG8	0	0	0	0.106029305	0.101539397	0	0	0.367681573	0	0
PGA5	1.026368409	0.245115337	0.064894031	0.850095963	0.559692287	0.22892732	0	0.307073735	0.393919168	0.143777002
VWCE	7.142315542	8.10972975	6.916819589	5.810405907	5.907091213	8.594611748	2.493403691	5.012903072	10.2569048	7.235067092
LOC104976269	0.363671751	0.911939605	0.459876307	0.564775069	0.721145536	0.973386149	0	0.348176088	0.638065617	0.407554507
DDB1	70.4096971	64.39828976	46.1694014	91.43420267	72.43306536	56.64385426	93.67068641	84.39837383	81.57274926	64.22175478
TKFC	13.29981661	8.383315352	10.25431406	15.26978278	17.21325163	8.37591607	21.55293477	12.57029801	13.39803216	13.2655198
CYB561A3	74.55030993	51.91948383	58.36553106	89.66848484	95.57043724	76.87974219	44.15949581	80.20254964	68.33326985	76.87088712
TMEM138	6.661667218	4.704685679	9.649817149	6.955998795	7.134320716	5.249645863	3.450922933	3.499115652	6.071372115	4.609052355
TMEM216	0.559820933	0.459912048	0.917456757	0.482222145	0.230901004	0.379592013	1.064722775	0.385896646	0.883990135	0.493532793
CPSF7	26.52304513	25.09009058	21.65515188	16.01905269	22.91798005	24.08225333	17.26895624	15.82001801	22.3408894	19.1843521
SDHAF2	28.3128539	25.2355983	28.39466815	30.54109799	23.18482899	21.5503383	19.15935143	25.5842958	30.95310706	30.33581102
MIR2405	0	0	0	0	0	0	0	0	0	0
PPP1R32	0.18470848	0.176446902	5.325411231	0.076492969	0.622657335	0.247190874	0.369786149	0	0.931709362	1.93196718
LRRC10B	0.811947694	0.54294182	0.821390183	0.369875376	1.513454115	1.195270873	1.788070107	0.31094059	0.997199078	1.182898655
SYT7	0.625243144	0.119455496	0.411134337	0.012946537	0.061991521	0.083674772	0	0.389091433	0.260536352	0.058390719
MIR2885	0	0	0	0	0	0	0	0	0	0
LOC112444860	0	0	0	0	0	0	0	0	0	0
DAGLA	8.92237229	10.73522332	10.84801849	2.071248438	5.591459169	8.621467091	2.1735894	5.497747828	9.154296563	6.043223592
MYRF	3.507614039	2.966651275	8.429216438	0.723429984	1.759481094	2.95626607	2.80334441	3.397978429	2.833824686	1.729786978
TMEM258	157.7262286	249.6365495	186.6445639	213.0696414	186.1967461	201.3016931	111.2760765	187.4104975	219.8880697	156.1039709
FEN1	19.48674466	15.72512513	16.56282669	23.39933886	20.39700329	19.17196618	15.49809209	22.3195711	24.82264632	17.08492894
FADS1	7.527068752	8.695890683	14.75329577	13.98830285	12.16457229	12.57063066	11.23124996	11.82291539	10.81267057	11.70401872
FADS2	0.842944873	0.667200448	1.14511853	0.638330778	0.66860946	1.181811355	0	0.760912017	0.338046849	1.043623853
FADS3	56.40359971	32.06858898	40.15301061	61.44383532	94.48620614	61.33175349	37.10504385	92.60517053	35.62924826	58.76332002
RAB3IL1	0.144465158	0.023000595	4.920221917	0.119654158	0.840306817	0.472594744	3.036800212	0.115258044	0.380198283	3.183977624
BEST1	1.048880298	1.134301511	1.982013954	0.131130804	0.329642118	1.377206299	0.43581939	0.890506902	2.81248913	0.340065652
FTH1	3934.500147	5123.442189	4333.082738	3221.241923	4473.067856	5365.376534	3539.303334	4640.611822	4524.791971	4211.406452
LOC107131971	0	0	0	0	0	0	0	0	0	0.191749426
INCENP	22.48328544	18.56812534	18.43109313	23.59846731	20.42490461	23.19656491	20.42702131	13.0424212	19.67499105	18.70066495
SCGB1D	0	0	0	0	0	0	0	0	0	0
SCGB2A2	0	0	0	0	0	0	0	0	0.464346797	0
ASRGL1	576.4351012	818.4787557	602.3234313	313.3271438	622.801466	604.1626157	451.950328	795.8196238	567.3683196	610.9953346
LOC101907613	2.083251432	0.138842265	3.038689869	1.043304928	1.191264694	2.550231376	0.824434133	3.432371814	2.040047364	2.280335019
LOC112444974	0	0	0	0	0	0	0	0	0	0
SCGB1A1	0.056283922	0	0.113876944	0	0	0	0	0	0	0
AHNAK	269.8128904	211.8283129	200.4709086	244.7479169	215.5920062	174.7073861	315.5086796	162.8501295	246.7379889	201.6113011
EEF1G	1634.476457	1576.954922	1475.564079	2234.232102	2366.077971	1970.122504	2805.184044	1520.16422	2233.207909	2326.430197
TUT1	15.05468975	8.358379058	14.67654916	14.38746877	10.33366369	15.72754204	12.81571492	8.253727466	12.98104239	12.20884396
TRNAG-UCC_66	0	0	0	0	0	0	0	0	0	0
MTA2	236.3873965	240.3320862	199.3717227	212.8642294	256.859542	226.1759844	210.862412	177.8153674	218.042404	247.1817143
EML3	91.72662274	72.0036799	86.69702158	79.96927205	97.42988831	107.078181	82.83565983	51.51189191	78.4254667	77.05759847
